transaction_id,parse_status,precision,recall,f1,hallucinated_rules,missed_rules,n_true_positive,n_hallucinated,n_missed
CH12_510010070,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510010205,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510010207,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510010209,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510010210,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510010447,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510010453,ok,1.0,0.0,0.0,-,R15,0,0,1
CH12_510010462,ok,1.0,0.25,0.4,-,"R03,R07,R27",1,0,3
CH12_510010562,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510010762,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510010765,ok,0.0,0.0,0.0,R07,"R06,R12",0,1,2
CH12_510010942,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510011568,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510011597,ok,1.0,0.67,0.8,-,R15,2,0,1
CH12_510011622,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510011671,ok,0.5,0.33,0.4,R06,"R07,R15",1,1,2
CH12_510011672,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510011682,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510011683,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510011686,ok,0.0,1.0,0.0,"R13,R16",-,0,2,0
CH12_510011687,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510011688,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510011788,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510011901,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510012043,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510012378,ok,0.83,1.0,0.91,R04,-,5,1,0
CH12_510012509,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510012681,ok,1.0,1.0,1.0,-,-,4,0,0
CH12_510013034,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510013188,ok,1.0,1.0,1.0,-,-,4,0,0
CH12_510013189,ok,1.0,1.0,1.0,-,-,4,0,0
CH12_510013190,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510013191,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510013446,ok,1.0,1.0,1.0,-,-,0,0,0
CH12_510013972,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510014318,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510014610,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510014743,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510014744,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510014749,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510014970,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510015316,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510015429,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510015434,ok,1.0,0.33,0.5,-,"R13,R16",1,0,2
CH12_510015435,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510015438,ok,1.0,1.0,1.0,-,-,4,0,0
CH12_510015443,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510015456,ok,1.0,1.0,1.0,-,-,7,0,0
CH12_510015459,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510015464,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510015466,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510015606,ok,1.0,1.0,1.0,-,-,4,0,0
CH12_510015634,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510015939,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510015944,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510015946,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510015958,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016026,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016094,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_510016095,ok,1.0,1.0,1.0,-,-,4,0,0
CH12_510016101,ok,1.0,0.75,0.86,-,R15,3,0,1
CH12_510016107,ok,1.0,1.0,1.0,-,-,4,0,0
CH12_510016216,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016231,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016235,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016319,ok,1.0,0.67,0.8,-,R15,2,0,1
CH12_510016332,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016335,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016344,ok,1.0,1.0,1.0,-,-,0,0,0
CH12_510016353,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016376,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016973,ok,1.0,1.0,1.0,-,-,0,0,0
CH12_510016980,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510016981,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510017001,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510017009,ok,1.0,1.0,1.0,-,-,0,0,0
CH12_510017056,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510017638,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510017799,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510018079,ok,0.0,0.0,0.0,"R06,R07","R03,R15",0,2,2
CH12_510018080,ok,0.0,0.0,0.0,"R06,R07","R03,R04,R15",0,2,3
CH12_510018213,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510018556,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_510018564,ok,1.0,1.0,1.0,-,-,0,0,0
CH12_510019183,ok,1.0,1.0,1.0,-,-,2,0,0
CH12_510019226,ok,1.0,1.0,1.0,-,-,0,0,0
CH12_520002771,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_610004761,ok,1.0,0.5,0.67,-,R15,1,0,1
CH12_610014876,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_610027774,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_610028928,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_610028929,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_610028931,ok,1.0,1.0,1.0,-,-,3,0,0
CH12_610028932,ok,1.0,0.67,0.8,-,R16,2,0,1
CH12_610046763,ok,0.5,0.25,0.33,R04,"R13,R15,R16",1,1,3
CH12_610062349,ok,1.0,1.0,1.0,-,-,0,0,0
CH12_610065005,ok,1.0,1.0,1.0,-,-,1,0,0
CH12_610071197,ok,1.0,1.0,1.0,-,-,5,0,0
CH13_510000000,ok,1.0,1.0,1.0,-,-,1,0,0
CH13_510000002,ok,1.0,1.0,1.0,-,-,1,0,0
CH14_510000008,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000002,ok,0.0,0.0,0.0,"R06,R07","R04,R05,R15",0,2,3
CH15_510000003,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000005,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000006,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000007,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000009,ok,0.0,1.0,0.0,"R05,R07",-,0,2,0
CH15_510000017,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000018,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000022,ok,1.0,0.0,0.0,-,"R05,R07,R13,R15,R16",0,0,5
CH15_510000023,ok,1.0,0.5,0.67,-,"R13,R16",2,0,2
CH15_510000024,ok,1.0,1.0,1.0,-,-,4,0,0
CH15_510000031,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000032,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000033,ok,0.0,0.0,0.0,"R13,R15,R16","R06,R07",0,3,2
CH15_510000038,ok,1.0,0.33,0.5,-,"R06,R07",1,0,2
CH15_510000039,ok,0.5,0.33,0.4,R15,"R06,R07",1,1,2
CH15_510000040,ok,1.0,0.33,0.5,-,"R06,R07",1,0,2
CH15_510000042,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000043,ok,0.0,0.0,0.0,"R05,R15","R03,R04,R27",0,2,3
CH15_510000044,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000046,ok,1.0,0.0,0.0,-,R05,0,0,1
CH15_510000048,ok,0.0,0.0,0.0,R05,"R07,R13,R16",0,1,3
CH15_510000051,ok,0.0,0.0,0.0,R05,R06,0,1,1
CH15_510000053,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000054,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000057,ok,1.0,0.5,0.67,-,R06,1,0,1
CH15_510000063,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000064,ok,0.0,1.0,0.0,R07,-,0,1,0
CH15_510000065,ok,1.0,0.0,0.0,-,"R13,R15,R16",0,0,3
CH15_510000066,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000070,ok,1.0,0.33,0.5,-,"R06,R07",1,0,2
CH15_510000083,ok,0.0,0.0,0.0,R07,"R05,R15",0,1,2
CH15_510000085,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000086,ok,1.0,0.0,0.0,-,"R05,R07,R15",0,0,3
CH15_510000092,ok,0.75,0.75,0.75,R04,R15,3,1,1
CH15_510000094,ok,0.0,0.0,0.0,R05,"R03,R04,R27",0,1,3
CH15_510000107,ok,1.0,0.0,0.0,-,"R05,R06,R07",0,0,3
CH15_510000113,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000114,ok,0.5,0.2,0.29,R15,"R06,R07,R13,R16",1,1,4
CH15_510000115,ok,1.0,0.25,0.4,-,"R13,R15,R16",1,0,3
CH15_510000116,ok,1.0,0.0,0.0,-,R05,0,0,1
CH15_510000117,ok,1.0,0.0,0.0,-,"R05,R06,R07,R09",0,0,4
CH15_510000119,ok,0.0,1.0,0.0,R07,-,0,1,0
CH15_510000125,ok,1.0,0.0,0.0,-,"R03,R04,R05,R27",0,0,4
CH15_510000130,ok,0.4,0.67,0.5,"R04,R06,R07",R15,2,3,1
CH15_510000133,ok,1.0,0.67,0.8,-,R05,2,0,1
CH15_510000136,ok,1.0,0.0,0.0,-,"R03,R15,R27",0,0,3
CH15_510000142,ok,0.0,1.0,0.0,"R04,R05",-,0,2,0
CH15_510000157,ok,0.0,1.0,0.0,R07,-,0,1,0
CH15_510000158,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000159,ok,1.0,0.5,0.67,-,"R13,R16",2,0,2
CH15_510000160,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000163,ok,1.0,0.33,0.5,-,"R05,R07",1,0,2
CH15_510000166,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000167,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000168,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000169,ok,1.0,0.0,0.0,-,"R06,R07",0,0,2
CH15_510000178,ok,1.0,0.0,0.0,-,"R06,R07",0,0,2
CH15_510000179,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000184,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000189,ok,0.0,0.0,0.0,"R05,R12",R15,0,2,1
CH15_510000191,ok,1.0,0.0,0.0,-,"R06,R07,R09",0,0,3
CH15_510000204,ok,1.0,1.0,1.0,-,-,4,0,0
CH15_510000206,ok,0.0,0.0,0.0,R06,"R03,R27",0,1,2
CH15_510000207,ok,0.0,1.0,0.0,"R06,R07",-,0,2,0
CH15_510000211,ok,1.0,0.0,0.0,-,"R03,R04,R05,R15,R27",0,0,5
CH15_510000212,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000213,ok,1.0,0.25,0.4,-,"R13,R15,R16",1,0,3
CH15_510000214,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000226,ok,1.0,0.0,0.0,-,"R05,R06,R07",0,0,3
CH15_510000231,ok,0.0,0.0,0.0,R07,"R03,R04,R27",0,1,3
CH15_510000232,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000236,ok,0.0,0.0,0.0,R05,"R13,R15,R16",0,1,3
CH15_510000237,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000249,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000255,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000257,ok,0.0,1.0,0.0,R07,-,0,1,0
CH15_510000264,ok,0.0,1.0,0.0,"R05,R06,R07",-,0,3,0
CH15_510000268,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000271,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000279,ok,1.0,0.0,0.0,-,"R06,R07,R09",0,0,3
CH15_510000283,ok,1.0,0.0,0.0,-,"R05,R07,R15",0,0,3
CH15_510000289,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000290,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000291,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000294,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000296,ok,1.0,0.0,0.0,-,"R13,R14,R16",0,0,3
CH15_510000297,ok,0.0,0.0,0.0,"R05,R13,R15,R16","R06,R07",0,4,2
CH15_510000298,ok,1.0,1.0,1.0,-,-,4,0,0
CH15_510000299,ok,1.0,0.5,0.67,-,R15,1,0,1
CH15_510000300,ok,1.0,0.0,0.0,-,R12,0,0,1
CH15_510000303,ok,0.0,0.0,0.0,R05,"R06,R07",0,1,2
CH15_510000304,ok,0.5,0.33,0.4,R07,"R03,R15",1,1,2
CH15_510000306,ok,1.0,0.0,0.0,-,"R05,R06,R07,R13,R16",0,0,5
CH15_510000307,ok,1.0,0.25,0.4,-,"R13,R15,R16",1,0,3
CH15_510000308,ok,1.0,0.0,0.0,-,"R05,R13,R16",0,0,3
CH15_510000324,ok,0.0,0.0,0.0,R05,"R13,R15,R16",0,1,3
CH15_510000325,ok,1.0,0.67,0.8,-,R06,2,0,1
CH15_510000326,ok,0.33,1.0,0.5,"R07,R15",-,1,2,0
CH15_510000332,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000334,ok,0.5,0.5,0.5,R01,R07,1,1,1
CH15_510000336,ok,0.0,0.0,0.0,"R01,R05","R06,R13,R16",0,2,3
CH15_510000337,ok,1.0,0.0,0.0,-,"R06,R07,R13,R15,R16",0,0,5
CH15_510000338,ok,1.0,0.0,0.0,-,"R06,R07,R13,R16",0,0,4
CH15_510000339,ok,0.0,0.0,0.0,R05,"R03,R04,R15,R27",0,1,4
CH15_510000340,ok,0.0,0.0,0.0,R05,R07,0,1,1
CH15_510000342,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000345,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000350,ok,1.0,0.0,0.0,-,R05,0,0,1
CH15_510000351,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000352,ok,1.0,0.25,0.4,-,"R13,R15,R16",1,0,3
CH15_510000353,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000354,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000359,ok,1.0,0.0,0.0,-,"R13,R15,R16",0,0,3
CH15_510000361,ok,1.0,0.0,0.0,-,R05,0,0,1
CH15_510000370,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000371,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000374,ok,0.0,0.0,0.0,"R05,R07","R03,R04,R27",0,2,3
CH15_510000382,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000383,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000384,ok,1.0,0.33,0.5,-,"R03,R27",1,0,2
CH15_510000385,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000387,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000388,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000389,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000390,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000391,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000392,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000393,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000394,ok,1.0,0.33,0.5,-,"R04,R15",1,0,2
CH15_510000395,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000400,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000402,ok,1.0,0.0,0.0,-,"R06,R07",0,0,2
CH15_510000403,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000406,ok,1.0,0.0,0.0,-,R05,0,0,1
CH15_510000411,ok,0.0,1.0,0.0,"R05,R06",-,0,2,0
CH15_510000413,ok,0.0,1.0,0.0,"R05,R06,R07",-,0,3,0
CH15_510000414,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000418,ok,1.0,0.5,0.67,-,"R05,R15",2,0,2
CH15_510000419,ok,0.5,0.33,0.4,R07,"R05,R15",1,1,2
CH15_510000424,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000426,ok,1.0,0.33,0.5,-,"R07,R15",1,0,2
CH15_510000427,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000428,ok,1.0,0.33,0.5,-,"R07,R15",1,0,2
CH15_510000429,ok,0.0,0.0,0.0,R05,R06,0,1,1
CH15_510000430,ok,0.5,0.33,0.4,R05,"R03,R27",1,1,2
CH15_510000431,ok,1.0,0.5,0.67,-,R15,1,0,1
CH15_510000432,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000433,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000434,ok,1.0,0.5,0.67,-,R04,1,0,1
CH15_510000436,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000438,ok,1.0,0.2,0.33,-,"R03,R04,R15,R27",1,0,4
CH15_510000440,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000442,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000444,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000446,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000448,ok,0.5,0.5,0.5,R05,R06,1,1,1
CH15_510000452,ok,0.0,0.0,0.0,R07,"R13,R15,R16",0,1,3
CH15_510000457,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000459,ok,0.33,1.0,0.5,"R06,R07",-,1,2,0
CH15_510000460,ok,0.0,0.0,0.0,R07,R05,0,1,1
CH15_510000461,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000463,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000464,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000465,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000474,ok,0.0,0.0,0.0,R05,R03,0,1,1
CH15_510000480,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000482,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000487,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000488,ok,0.5,0.67,0.57,"R13,R16",R05,2,2,1
CH15_510000489,ok,0.5,0.5,0.5,R06,R05,1,1,1
CH15_510000490,ok,0.0,1.0,0.0,"R06,R07",-,0,2,0
CH15_510000493,ok,0.0,1.0,0.0,R04,-,0,1,0
CH15_510000503,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000504,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000505,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000507,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000508,ok,0.0,1.0,0.0,R06,-,0,1,0
CH15_510000510,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000512,ok,0.0,0.0,0.0,"R13,R15,R16",R05,0,3,1
CH15_510000515,ok,0.0,1.0,0.0,"R06,R07",-,0,2,0
CH15_510000516,ok,1.0,0.0,0.0,-,R07,0,0,1
CH15_510000520,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000521,ok,0.0,1.0,0.0,"R03,R05,R27",-,0,3,0
CH15_510000522,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000523,ok,1.0,1.0,1.0,-,-,4,0,0
CH15_510000528,ok,0.5,0.25,0.33,R04,"R13,R14,R16",1,1,3
CH15_510000530,ok,0.0,0.0,0.0,R05,"R06,R12",0,1,2
CH15_510000533,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000534,ok,1.0,1.0,1.0,-,-,3,0,0
CH15_510000535,ok,0.0,0.0,0.0,"R05,R06,R07","R03,R04,R15,R27",0,3,4
CH15_510000536,ok,1.0,0.67,0.8,-,R07,2,0,1
CH15_510000538,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000539,ok,1.0,0.5,0.67,-,R15,1,0,1
CH15_510000542,ok,0.0,0.0,0.0,R07,R06,0,1,1
CH15_510000543,ok,0.0,0.0,0.0,R05,"R06,R07",0,1,2
CH15_510000548,ok,0.0,0.0,0.0,R05,"R06,R12",0,1,2
CH15_510000549,ok,1.0,0.0,0.0,-,"R03,R04,R15",0,0,3
CH15_510000552,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000556,ok,0.67,1.0,0.8,R05,-,2,1,0
CH15_510000557,ok,1.0,0.5,0.67,-,"R13,R15,R16",3,0,3
CH15_510000558,ok,1.0,0.0,0.0,-,"R05,R07,R09,R15",0,0,4
CH15_510000559,ok,0.0,0.0,0.0,"R06,R07,R13,R16","R03,R15,R27",0,4,3
CH15_510000564,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000565,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000566,ok,0.0,1.0,0.0,R05,-,0,1,0
CH15_510000567,ok,1.0,0.0,0.0,-,"R13,R14,R16",0,0,3
CH15_510000574,ok,1.0,0.75,0.86,-,R15,3,0,1
CH15_510000575,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000576,ok,1.0,1.0,1.0,-,-,1,0,0
CH15_510000577,ok,1.0,1.0,1.0,-,-,2,0,0
CH15_510000582,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000584,ok,1.0,0.0,0.0,-,R06,0,0,1
CH15_510000588,ok,0.0,0.0,0.0,"R06,R07","R13,R15,R16",0,2,3
CH15_510000596,ok,1.0,1.0,1.0,-,-,0,0,0
CH15_510000598,ok,0.0,1.0,0.0,"R04,R05",-,0,2,0
CH15_510000605,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510004021,ok,1.0,1.0,1.0,-,-,2,0,0
CH17_510004024,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510004164,ok,1.0,1.0,1.0,-,-,2,0,0
CH17_510007237,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510007453,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510007516,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510009416,ok,1.0,1.0,1.0,-,-,2,0,0
CH17_510011839,ok,1.0,0.0,0.0,-,"R13,R16",0,0,2
CH17_510015562,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510015596,ok,1.0,1.0,1.0,-,-,2,0,0
CH17_510015652,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510015749,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510018396,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510020435,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510023337,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510024695,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510024702,ok,1.0,1.0,1.0,-,-,4,0,0
CH17_510024791,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510024792,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510026726,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510027459,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510027776,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510027784,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510029811,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510038115,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510039071,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510039084,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510040912,ok,1.0,1.0,1.0,-,-,2,0,0
CH17_510048729,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_510048838,ok,1.0,0.75,0.86,-,R15,3,0,1
CH17_510059462,ok,1.0,0.0,0.0,-,"R13,R15,R16",0,0,3
CH17_510061787,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510062497,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510062501,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510067468,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510070536,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510072199,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510074807,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_510075018,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510078550,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510082656,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_510085267,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_610003896,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610003899,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610003900,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610020269,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610041818,ok,1.0,1.0,1.0,-,-,4,0,0
CH17_610041822,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610103356,ok,1.0,0.5,0.67,-,"R13,R16",2,0,2
CH17_610103357,ok,1.0,0.5,0.67,-,"R13,R16",2,0,2
CH17_610296657,ok,1.0,1.0,1.0,-,-,1,0,0
CH17_610312975,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610312978,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610339688,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610339689,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610364837,ok,1.0,0.6,0.75,-,"R13,R16",3,0,2
CH17_610364838,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610364839,ok,1.0,0.6,0.75,-,"R13,R16",3,0,2
CH17_610555416,ok,1.0,1.0,1.0,-,-,5,0,0
CH17_610575838,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610728746,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_610728748,ok,1.0,1.0,1.0,-,-,3,0,0
CH17_611303230,ok,1.0,1.0,1.0,-,-,2,0,0
CH17_611605075,ok,0.0,1.0,0.0,R04,-,0,1,0
CH17_611837396,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837397,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837398,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837399,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837400,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837401,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837402,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837403,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837404,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837407,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837408,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837412,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837413,ok,1.0,1.0,1.0,-,-,0,0,0
CH17_611837414,ok,1.0,1.0,1.0,-,-,0,0,0
